Rnf213,7766.6507619093,0.8974784868,0.0621449661,14.4416924448,2.8281132239482E-47,1.64511346237067E-43
Ccl22,6132.8213455736,0.9939429832,0.0795037681,12.5018349035,7.2947850822903E-36,2.12168824118413E-32
Trp53inp1,8562.6734563936,-0.7321052552,0.0641353269,-11.4150077691,3.51872529359756E-30,6.82280834428568E-27
Il2,1746.2714177588,0.9062368516,0.0856791888,10.5770942081,3.80578503217107E-26,5.53456288303478E-23
Cd40,1712.1097722282,0.8112808364,0.0958563711,8.4635045831,2.59460211008551E-17,3.01856009487348E-14
Gramd1b,3454.3027782073,0.6770707412,0.0853840606,7.9297088491,2.19660257879069E-15,2.12960620013758E-12
Txnrd1,6110.5149660951,-0.5288666606,0.0671061306,-7.8810483615,3.24645616485957E-15,2.6978050729983E-12
Irf7,327.195468666,1.0509861435,0.1342911859,7.8261736737,5.02942440447218E-15,3.65702022010183E-12
Dock10,7926.7283381512,0.4520451655,0.0588281134,7.6841690025,1.53993269185035E-14,9.95309829832608E-12
Jag1,367.6941825374,1.0611363239,0.1399288855,7.5833972383,3.36622178596508E-14,1.95813121289589E-11
Dll4,666.6350711761,0.8812522499,0.1189228015,7.4102883462,1.26025102781664E-13,6.6644365716449E-11
Gclc,2145.2047268532,-0.5952502545,0.0807515703,-7.3713768364,1.68874738926585E-13,7.74404659374958E-11
Ifi27l2a,516.0019848851,0.8870016477,0.120383905,7.3681082833,1.73066195149982E-13,7.74404659374958E-11
Glipr2,860.7625777171,0.7603470682,0.1050588135,7.2373468056,4.57547099355022E-13,1.90110819782012E-10
Gfi1,1092.700604244,0.7483225409,0.103767987,7.2114971318,5.53400140096067E-13,2.12269521825256E-10
Spry1,1366.2660429115,0.6787372514,0.0942141155,7.2041991549,5.8385978153758E-13,2.12269521825256E-10
2810474O19Rik,3640.9936066838,-0.5856797718,0.0825003932,-7.0991149148,1.25558379032806E-12,4.29631229902253E-10
Nrp2,631.5760795319,0.8173883548,0.115319843,7.0880113418,1.36052823576078E-12,4.39677374856692E-10
Rilpl2,987.9769409099,0.6839220387,0.0979110575,6.9851358605,2.84580454408523E-12,8.71265528049672E-10
Sema7a,2366.8429776862,0.5180327495,0.0764421307,6.7767963166,1.22869915387058E-11,3.57367148903259E-09
Crem,1464.5542638864,-0.5894105937,0.0871369777,-6.7641844993,1.34062156704734E-11,3.71352174072112E-09
Nqo1,287.6923654557,-0.9840624038,0.1458260169,-6.7481950398,1.49695636384052E-11,0.000000004
Cst3,1491.6685640472,0.6958316568,0.1033818407,6.730695178,1.68854378304838E-11,4.09260799416351E-09
Igtp,7879.832673054,-0.4392508301,0.0652274543,-6.7341403188,1.64901982560973E-11,4.09260799416351E-09
Ccnd2,11195.4101408428,0.3934722523,0.0597399987,6.5864121347,4.50581999637354E-11,1.0484141967562E-08
Ramp3,714.0821590352,-0.7229765119,0.1110697037,-6.5092143738,7.55448495386172E-11,1.69017072986975E-08
Cd53,7821.6901287127,-0.407721262,0.0628123382,-6.4911014909,8.52110488874469E-11,1.83582470880844E-08
Slc39a4,597.9651648627,-0.7405446557,0.1142037777,-6.4844147045,8.90769000294642E-11,1.85057259811212E-08
Hsp90b1,6213.4077792477,-0.3873261317,0.0616308734,-6.2846120849,3.28673333935209E-10,6.59273373621073E-08
Ptprs,1311.8842491754,0.5637267468,0.0898513318,6.2739943352,3.51901316349497E-10,6.82336652401675E-08
Hk2,1144.618657135,0.5824955558,0.0939041534,6.2030861724,5.53665025452702E-10,1.03892563001883E-07
Tbc1d30,1260.1963056792,-0.5833634131,0.0948135548,-6.1527427606,7.61542736365891E-10,1.38434190545012E-07
Spata13,1855.5190835134,-0.5029657629,0.0821733087,-6.1207923959,9.31111523173555E-10,1.64129567584866E-07
Sqstm1,4916.8917170502,-0.5208583207,0.0866500579,-6.0110556589,1.843191049158E-09,3.15348303910356E-07
Ubxn4,2276.0818822479,-0.470522444,0.0784258489,-5.999583688,0.000000002,3.28783577735892E-07
Gbp2,23499.910249203,-0.3835097112,0.0644212995,-5.9531508067,2.63028716995368E-09,0.000000425
Cybb,854.0293433141,0.6896188582,0.116825142,5.9030003828,3.56949445668731E-09,5.46414454067108E-07
Tnfaip2,1136.8349881675,0.6873902246,0.1164365646,5.9035598243,3.55740540143766E-09,5.46414454067108E-07
Gclm,762.3830456956,-0.6415643212,0.1087809835,-5.8977617252,3.68465534122782E-09,5.49580515895442E-07
Fscn1,4671.067460606,0.5068671331,0.0861971142,5.8803260142,4.09459201049576E-09,5.95456043126346E-07
Neurl3,793.3411100743,-0.6318964061,0.1097502888,-5.757583081,8.53267773106469E-09,1.21059966735618E-06
H2-Aa,4666.6031340264,-0.392030436,0.0682632958,-5.7429169154,9.30593939905022E-09,1.28887260676845E-06
Bin1,471.929718972,-0.7080546274,0.1233925146,-5.7382299876,9.56711403034429E-09,1.29423028638402E-06
Epb41,5584.2400125973,-0.3859441035,0.0677572773,-5.695980102,1.22665184056768E-08,1.62168949013232E-06
Adam8,1305.0963122426,-0.5570470578,0.098061381,-5.6805956878,1.34226432409547E-08,1.69738077679638E-06
Lif,2146.6737532008,0.4482679952,0.0789032743,5.6812343888,1.3372606462009E-08,1.69738077679638E-06
Nrip1,1664.2172304242,0.4817835167,0.0851185858,5.6601447511,1.51245368278258E-08,1.87190278143538E-06
Stk4,4486.0284480142,-0.3883255104,0.0688115557,-5.6433182798,1.66803571695724E-08,2.02145078448755E-06
Slamf1,1742.1153720561,0.5183810893,0.0922169546,5.6213208473,0.000000019,2.24967073854191E-06
Cxcl9,1471.7889505773,0.4937500637,0.0887832302,5.561298713,2.67774405524055E-08,3.11528743386686E-06
Cdk6,2832.9858111818,0.4060173579,0.0734641764,5.526739397,3.2623699690264E-08,0.000003721
Ubc,1392.6512485668,-0.513941545,0.0932194482,-5.5132438012,3.52279702053984E-08,3.9407904362462E-06
Zhx2,2264.3882133264,-0.4269889981,0.0777793982,-5.4897441722,4.02516319374015E-08,4.4178064713182E-06
Slc48a1,345.1529082944,-0.7522944135,0.1373897164,-5.4756238901,4.35972810416321E-08,4.69639599665137E-06
Tnf,2767.7397993854,0.4734316068,0.086589109,5.4675652866,4.56259180146451E-08,4.82556300165801E-06
Il16,1503.0490830072,-0.5032341881,0.0925908546,-5.4350312502,5.4786829731955E-08,0.000005691
Myc,5331.3876468687,0.3498692047,0.064502365,5.4241298666,5.8237530815581E-08,5.94329327639009E-06
Serpinb6b,835.4554874009,0.570894559,0.1076594463,5.3027818587,1.14051177675509E-07,1.14385465610075E-05
H2-Eb1,2342.2382752342,-0.42958278,0.0817115111,-5.2573104326,1.46177446628018E-07,1.44121052039861E-05
Kcnn4,807.3882210688,0.5808841058,0.1110760076,5.2296091525,1.6986878368223E-07,1.64687785779922E-05
Zbp1,723.6956114934,0.57253159,0.1096903508,5.2195255612,1.79382057311088E-07,0.000017106
Pml,979.2539671489,0.5198826771,0.0997650407,5.2110706648,1.87753914738789E-07,1.76155568070248E-05
Arhgdib,2201.230092428,-0.4448574663,0.0854602852,-5.2054292286,1.93548702005772E-07,0.000017871
Irf8,10170.6865248889,0.3359845751,0.0647681108,5.1875000054,2.13135919235505E-07,1.93720569092646E-05
Bcat1,1120.4350003715,0.4948454077,0.0957575742,5.1676894677,0.000000237,2.10161383857827E-05
Sell,897.092506164,0.6223353977,0.120454656,5.1665532777,2.38450255021774E-07,2.10161383857827E-05
Itga4,2716.2111131934,0.3802826345,0.0741689621,5.1272476221,0.000000294,2.55260995451992E-05
Hmgcs1,3508.480358475,-0.3837044641,0.074904361,-5.1225917851,3.01364316629127E-07,2.57799445563475E-05
Mki67,502.8101970004,0.6413401917,0.125401361,5.1143000874,3.14906394577933E-07,0.000026548
Ifng,581.9258125882,0.5909435284,0.1160583685,5.0917786992,3.54719982884065E-07,2.94772305776658E-05
Tagln2,1520.7676827335,0.4642098962,0.0927088996,5.0071772859,5.5234049030164E-07,0.000045253
Eea1,1660.860290902,0.4421592954,0.0884694233,4.9978769933,5.79649393139197E-07,4.68308405540376E-05
Tfrc,3272.7188319108,0.3605773408,0.0723498842,4.9837998328,6.23475787077631E-07,4.968162538946E-05
Cd74,12489.9102916594,-0.2988659248,0.0605038448,-4.9396187275,7.82754718075317E-07,6.07104559339216E-05
Plec,2871.4063638669,-0.3698815101,0.0748689097,-4.9403886269,7.79670166969699E-07,6.07104559339216E-05
