Hmox1,3714.3035602993,-1.5477248756,0.0929656643,-16.6483495534,3.11063210076611E-62,2.45895467565561E-58
Nrip1,2183.3774107808,0.9787119199,0.0892049351,10.9714997079,5.23960312151595E-28,2.07095313377918E-24
Ccnd2,9140.9292455397,0.9394712511,0.0940698746,9.9869512394,1.73846482640284E-23,4.58085481757147E-20
Elmsan1,2050.7731240752,-1.0541424979,0.111146256,-9.4842825618,2.44056104343805E-21,4.62465726227289E-18
Spata13,2248.989430774,-0.8761938598,0.0925683376,-9.4653731759,2.9251469084585E-21,4.62465726227289E-18
Neat1,12145.5989600942,-0.6793300698,0.0732210141,-9.2778019861,1.73010673187216E-20,2.27941561924157E-17
Lif,2910.9128322939,1.0266568522,0.1110700779,9.243325221,2.38953357827102E-20,2.69846613374748E-17
Serpinb9,1577.4127097414,0.9870139024,0.107147964,9.2116906891,3.21028014697681E-20,3.17215807023146E-17
Tnfsf8,3570.7577099897,0.7809516057,0.093096403,8.3886335043,4.91825331567706E-17,4.31986582893635E-14
Slamf1,2873.5693167594,0.7271094379,0.0880662685,8.2563897638,1.50144770185197E-16,1.18689440831398E-13
Gtf2ird1,310.5253713139,-1.4293393696,0.1741383194,-8.2080691623,2.24773734283065E-16,1.61530579046148E-13
Gpr183,3055.6983507401,0.6915540442,0.0847135718,8.163438629,3.25619425579923E-16,2.14501796600774E-13
Spry1,779.0728519882,0.964642541,0.1228997918,7.8490168871,4.19311163100448E-15,2.54973441869926E-12
Myc,5218.2095291737,0.6519725826,0.0837692287,7.7829603148,7.08468626734773E-15,4.00031749595599E-12
Phf6,2303.2369946898,0.702798525,0.091103776,7.7142634021,1.21682938366414E-14,6.41269085191004E-12
Ramp3,1305.482507768,-0.8379824955,0.110407756,-7.589887941,3.20182266421766E-14,1.48884753886121E-11
Tecpr1,1827.3752147086,-0.7811980988,0.1028750169,-7.5936619274,3.10989131830615E-14,1.48884753886121E-11
Slc41a1,2539.2384952896,0.64845168,0.0860600452,7.5348749615,4.88802977999146E-14,2.14665974504625E-11
Tfrc,3079.8843414275,0.7552416819,0.1006862827,7.5009391707,6.33621916055158E-14,2.63620065600843E-11
